url,written,written_human_readable,origin,shape,shards,chunks,license,name,description,organismId,fbbiId
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0035/Week3_25461.ome.zarr,975696864.0,930.50 MB,https://idr.openmicroscopy.org/webclient/?show=plate-6261,"1,3,1,1024,1280","1,3,1,1024,1280","1,1,1,512,640",https://creativecommons.org/licenses/by/4.0/,Caie: High-content phenotypic profiling of drug response signatures across distinct cancer cells.: idr0035/Week3_25461.ome.zarr,"The images are of MCF-7 breast cancer cells treated for 24 h with a collection of 113 small molecules at eight concentrations. The cells were fixed, labeled for DNA, F-actin, and B-tubulin, and imaged by fluorescent microscopy.",NCBI:txid9606,obo:FBbi_00000246
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0035/Week8_38341.ome.zarr,984890496.0,939.26 MB,https://idr.openmicroscopy.org/webclient/?show=plate-6257,"1,3,1,1024,1280","1,3,1,1024,1280","1,1,1,512,640",https://creativecommons.org/licenses/by/4.0/,Caie: High-content phenotypic profiling of drug response signatures across distinct cancer cells.: idr0035/Week8_38341.ome.zarr,"The images are of MCF-7 breast cancer cells treated for 24 h with a collection of 113 small molecules at eight concentrations. The cells were fixed, labeled for DNA, F-actin, and B-tubulin, and imaged by fluorescent microscopy.",NCBI:txid9606,obo:FBbi_00000246
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0035/Week7_34661.ome.zarr,1020515328.0,973.24 MB,https://idr.openmicroscopy.org/webclient/?show=plate-6266,"1,3,1,1024,1280","1,3,1,1024,1280","1,1,1,512,640",https://creativecommons.org/licenses/by/4.0/,Caie: High-content phenotypic profiling of drug response signatures across distinct cancer cells.: idr0035/Week7_34661.ome.zarr,"The images are of MCF-7 breast cancer cells treated for 24 h with a collection of 113 small molecules at eight concentrations. The cells were fixed, labeled for DNA, F-actin, and B-tubulin, and imaged by fluorescent microscopy.",NCBI:txid9606,obo:FBbi_00000246
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0035/Week1_22161.ome.zarr,971586576.0,926.58 MB,https://idr.openmicroscopy.org/webclient/?show=plate-6265,"1,3,1,1024,1280","1,3,1,1024,1280","1,1,1,512,640",https://creativecommons.org/licenses/by/4.0/,Caie: High-content phenotypic profiling of drug response signatures across distinct cancer cells.: idr0035/Week1_22161.ome.zarr,"The images are of MCF-7 breast cancer cells treated for 24 h with a collection of 113 small molecules at eight concentrations. The cells were fixed, labeled for DNA, F-actin, and B-tubulin, and imaged by fluorescent microscopy.",NCBI:txid9606,obo:FBbi_00000246
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0035/Week6_31641.ome.zarr,918043632.0,875.51 MB,https://idr.openmicroscopy.org/webclient/?show=plate-6260,"1,3,1,1024,1280","1,3,1,1024,1280","1,1,1,512,640",https://creativecommons.org/licenses/by/4.0/,Caie: High-content phenotypic profiling of drug response signatures across distinct cancer cells.: idr0035/Week6_31641.ome.zarr,"The images are of MCF-7 breast cancer cells treated for 24 h with a collection of 113 small molecules at eight concentrations. The cells were fixed, labeled for DNA, F-actin, and B-tubulin, and imaged by fluorescent microscopy.",NCBI:txid9606,obo:FBbi_00000246
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0035/Week6_32161.ome.zarr,914512176.0,872.15 MB,https://idr.openmicroscopy.org/webclient/?show=plate-6280,"1,3,1,1024,1280","1,3,1,1024,1280","1,1,1,512,640",https://creativecommons.org/licenses/by/4.0/,Caie: High-content phenotypic profiling of drug response signatures across distinct cancer cells.: idr0035/Week6_32161.ome.zarr,"The images are of MCF-7 breast cancer cells treated for 24 h with a collection of 113 small molecules at eight concentrations. The cells were fixed, labeled for DNA, F-actin, and B-tubulin, and imaged by fluorescent microscopy.",NCBI:txid9606,obo:FBbi_00000246
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0035/Week8_38241.ome.zarr,927544176.0,884.58 MB,https://idr.openmicroscopy.org/webclient/?show=plate-6286,"1,3,1,1024,1280","1,3,1,1024,1280","1,1,1,512,640",https://creativecommons.org/licenses/by/4.0/,Caie: High-content phenotypic profiling of drug response signatures across distinct cancer cells.: idr0035/Week8_38241.ome.zarr,"The images are of MCF-7 breast cancer cells treated for 24 h with a collection of 113 small molecules at eight concentrations. The cells were fixed, labeled for DNA, F-actin, and B-tubulin, and imaged by fluorescent microscopy.",NCBI:txid9606,obo:FBbi_00000246
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0035/Week4_27542.ome.zarr,969943824.0,925.01 MB,https://idr.openmicroscopy.org/webclient/?show=plate-6274,"1,3,1,1024,1280","1,3,1,1024,1280","1,1,1,512,640",https://creativecommons.org/licenses/by/4.0/,Caie: High-content phenotypic profiling of drug response signatures across distinct cancer cells.: idr0035/Week4_27542.ome.zarr,"The images are of MCF-7 breast cancer cells treated for 24 h with a collection of 113 small molecules at eight concentrations. The cells were fixed, labeled for DNA, F-actin, and B-tubulin, and imaged by fluorescent microscopy.",NCBI:txid9606,obo:FBbi_00000246
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0035/Week8_38203.ome.zarr,986238288.0,940.55 MB,https://idr.openmicroscopy.org/webclient/?show=plate-6298,"1,3,1,1024,1280","1,3,1,1024,1280","1,1,1,512,640",https://creativecommons.org/licenses/by/4.0/,Caie: High-content phenotypic profiling of drug response signatures across distinct cancer cells.: idr0035/Week8_38203.ome.zarr,"The images are of MCF-7 breast cancer cells treated for 24 h with a collection of 113 small molecules at eight concentrations. The cells were fixed, labeled for DNA, F-actin, and B-tubulin, and imaged by fluorescent microscopy.",NCBI:txid9606,obo:FBbi_00000246
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0035/Week2_24401.ome.zarr,909975312.0,867.82 MB,https://idr.openmicroscopy.org/webclient/?show=plate-6269,"1,3,1,1024,1280","1,3,1,1024,1280","1,1,1,512,640",https://creativecommons.org/licenses/by/4.0/,Caie: High-content phenotypic profiling of drug response signatures across distinct cancer cells.: idr0035/Week2_24401.ome.zarr,"The images are of MCF-7 breast cancer cells treated for 24 h with a collection of 113 small molecules at eight concentrations. The cells were fixed, labeled for DNA, F-actin, and B-tubulin, and imaged by fluorescent microscopy.",NCBI:txid9606,obo:FBbi_00000246
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0035/Week9_39222.ome.zarr,880535184.0,839.74 MB,https://idr.openmicroscopy.org/webclient/?show=plate-6291,"1,3,1,1024,1280","1,3,1,1024,1280","1,1,1,512,640",https://creativecommons.org/licenses/by/4.0/,Caie: High-content phenotypic profiling of drug response signatures across distinct cancer cells.: idr0035/Week9_39222.ome.zarr,"The images are of MCF-7 breast cancer cells treated for 24 h with a collection of 113 small molecules at eight concentrations. The cells were fixed, labeled for DNA, F-actin, and B-tubulin, and imaged by fluorescent microscopy.",NCBI:txid9606,obo:FBbi_00000246
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0035/Week1_22381.ome.zarr,987625584.0,941.87 MB,https://idr.openmicroscopy.org/webclient/?show=plate-6289,"1,3,1,1024,1280","1,3,1,1024,1280","1,1,1,512,640",https://creativecommons.org/licenses/by/4.0/,Caie: High-content phenotypic profiling of drug response signatures across distinct cancer cells.: idr0035/Week1_22381.ome.zarr,"The images are of MCF-7 breast cancer cells treated for 24 h with a collection of 113 small molecules at eight concentrations. The cells were fixed, labeled for DNA, F-actin, and B-tubulin, and imaged by fluorescent microscopy.",NCBI:txid9606,obo:FBbi_00000246
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0035/Week6_32061.ome.zarr,970664256.0,925.70 MB,https://idr.openmicroscopy.org/webclient/?show=plate-6272,"1,3,1,1024,1280","1,3,1,1024,1280","1,1,1,512,640",https://creativecommons.org/licenses/by/4.0/,Caie: High-content phenotypic profiling of drug response signatures across distinct cancer cells.: idr0035/Week6_32061.ome.zarr,"The images are of MCF-7 breast cancer cells treated for 24 h with a collection of 113 small molecules at eight concentrations. The cells were fixed, labeled for DNA, F-actin, and B-tubulin, and imaged by fluorescent microscopy.",NCBI:txid9606,obo:FBbi_00000246
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0035/Week7_34341.ome.zarr,977308416.0,932.03 MB,https://idr.openmicroscopy.org/webclient/?show=plate-6255,"1,3,1,1024,1280","1,3,1,1024,1280","1,1,1,512,640",https://creativecommons.org/licenses/by/4.0/,Caie: High-content phenotypic profiling of drug response signatures across distinct cancer cells.: idr0035/Week7_34341.ome.zarr,"The images are of MCF-7 breast cancer cells treated for 24 h with a collection of 113 small molecules at eight concentrations. The cells were fixed, labeled for DNA, F-actin, and B-tubulin, and imaged by fluorescent microscopy.",NCBI:txid9606,obo:FBbi_00000246
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0035/Week5_28901.ome.zarr,957099840.0,912.76 MB,https://idr.openmicroscopy.org/webclient/?show=plate-6285,"1,3,1,1024,1280","1,3,1,1024,1280","1,1,1,512,640",https://creativecommons.org/licenses/by/4.0/,Caie: High-content phenotypic profiling of drug response signatures across distinct cancer cells.: idr0035/Week5_28901.ome.zarr,"The images are of MCF-7 breast cancer cells treated for 24 h with a collection of 113 small molecules at eight concentrations. The cells were fixed, labeled for DNA, F-actin, and B-tubulin, and imaged by fluorescent microscopy.",NCBI:txid9606,obo:FBbi_00000246
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0035/Week4_27821.ome.zarr,992273040.0,946.31 MB,https://idr.openmicroscopy.org/webclient/?show=plate-6283,"1,3,1,1024,1280","1,3,1,1024,1280","1,1,1,512,640",https://creativecommons.org/licenses/by/4.0/,Caie: High-content phenotypic profiling of drug response signatures across distinct cancer cells.: idr0035/Week4_27821.ome.zarr,"The images are of MCF-7 breast cancer cells treated for 24 h with a collection of 113 small molecules at eight concentrations. The cells were fixed, labeled for DNA, F-actin, and B-tubulin, and imaged by fluorescent microscopy.",NCBI:txid9606,obo:FBbi_00000246
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0035/Week10_40119.ome.zarr,949238640.0,905.26 MB,https://idr.openmicroscopy.org/webclient/?show=plate-6253,"1,3,1,1024,1280","1,3,1,1024,1280","1,1,1,512,640",https://creativecommons.org/licenses/by/4.0/,Caie: High-content phenotypic profiling of drug response signatures across distinct cancer cells.: idr0035/Week10_40119.ome.zarr,"The images are of MCF-7 breast cancer cells treated for 24 h with a collection of 113 small molecules at eight concentrations. The cells were fixed, labeled for DNA, F-actin, and B-tubulin, and imaged by fluorescent microscopy.",NCBI:txid9606,obo:FBbi_00000246
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0035/Week5_29301.ome.zarr,1028498496.0000001,980.85 MB,https://idr.openmicroscopy.org/webclient/?show=plate-6296,"1,3,1,1024,1280","1,3,1,1024,1280","1,1,1,512,640",https://creativecommons.org/licenses/by/4.0/,Caie: High-content phenotypic profiling of drug response signatures across distinct cancer cells.: idr0035/Week5_29301.ome.zarr,"The images are of MCF-7 breast cancer cells treated for 24 h with a collection of 113 small molecules at eight concentrations. The cells were fixed, labeled for DNA, F-actin, and B-tubulin, and imaged by fluorescent microscopy.",NCBI:txid9606,obo:FBbi_00000246
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0035/Week3_25441.ome.zarr,982827696.0,937.30 MB,https://idr.openmicroscopy.org/webclient/?show=plate-6258,"1,3,1,1024,1280","1,3,1,1024,1280","1,1,1,512,640",https://creativecommons.org/licenses/by/4.0/,Caie: High-content phenotypic profiling of drug response signatures across distinct cancer cells.: idr0035/Week3_25441.ome.zarr,"The images are of MCF-7 breast cancer cells treated for 24 h with a collection of 113 small molecules at eight concentrations. The cells were fixed, labeled for DNA, F-actin, and B-tubulin, and imaged by fluorescent microscopy.",NCBI:txid9606,obo:FBbi_00000246
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0035/Week7_34381.ome.zarr,975023856.0,929.86 MB,https://idr.openmicroscopy.org/webclient/?show=plate-6292,"1,3,1,1024,1280","1,3,1,1024,1280","1,1,1,512,640",https://creativecommons.org/licenses/by/4.0/,Caie: High-content phenotypic profiling of drug response signatures across distinct cancer cells.: idr0035/Week7_34381.ome.zarr,"The images are of MCF-7 breast cancer cells treated for 24 h with a collection of 113 small molecules at eight concentrations. The cells were fixed, labeled for DNA, F-actin, and B-tubulin, and imaged by fluorescent microscopy.",NCBI:txid9606,obo:FBbi_00000246
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0035/Week9_39206.ome.zarr,847498416.0,808.24 MB,https://idr.openmicroscopy.org/webclient/?show=plate-6282,"1,3,1,1024,1280","1,3,1,1024,1280","1,1,1,512,640",https://creativecommons.org/licenses/by/4.0/,Caie: High-content phenotypic profiling of drug response signatures across distinct cancer cells.: idr0035/Week9_39206.ome.zarr,"The images are of MCF-7 breast cancer cells treated for 24 h with a collection of 113 small molecules at eight concentrations. The cells were fixed, labeled for DNA, F-actin, and B-tubulin, and imaged by fluorescent microscopy.",NCBI:txid9606,obo:FBbi_00000246
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0035/Week4_27521.ome.zarr,1003322544.0,956.84 MB,https://idr.openmicroscopy.org/webclient/?show=plate-6281,"1,3,1,1024,1280","1,3,1,1024,1280","1,1,1,512,640",https://creativecommons.org/licenses/by/4.0/,Caie: High-content phenotypic profiling of drug response signatures across distinct cancer cells.: idr0035/Week4_27521.ome.zarr,"The images are of MCF-7 breast cancer cells treated for 24 h with a collection of 113 small molecules at eight concentrations. The cells were fixed, labeled for DNA, F-actin, and B-tubulin, and imaged by fluorescent microscopy.",NCBI:txid9606,obo:FBbi_00000246
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0035/Week10_40111.ome.zarr,1004386080.0,957.86 MB,https://idr.openmicroscopy.org/webclient/?show=plate-6301,"1,3,1,1024,1280","1,3,1,1024,1280","1,1,1,512,640",https://creativecommons.org/licenses/by/4.0/,Caie: High-content phenotypic profiling of drug response signatures across distinct cancer cells.: idr0035/Week10_40111.ome.zarr,"The images are of MCF-7 breast cancer cells treated for 24 h with a collection of 113 small molecules at eight concentrations. The cells were fixed, labeled for DNA, F-actin, and B-tubulin, and imaged by fluorescent microscopy.",NCBI:txid9606,obo:FBbi_00000246
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0035/Week8_38221.ome.zarr,1029849216.0000001,982.14 MB,https://idr.openmicroscopy.org/webclient/?show=plate-6251,"1,3,1,1024,1280","1,3,1,1024,1280","1,1,1,512,640",https://creativecommons.org/licenses/by/4.0/,Caie: High-content phenotypic profiling of drug response signatures across distinct cancer cells.: idr0035/Week8_38221.ome.zarr,"The images are of MCF-7 breast cancer cells treated for 24 h with a collection of 113 small molecules at eight concentrations. The cells were fixed, labeled for DNA, F-actin, and B-tubulin, and imaged by fluorescent microscopy.",NCBI:txid9606,obo:FBbi_00000246
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0035/Week3_25681.ome.zarr,962423904.0,917.84 MB,https://idr.openmicroscopy.org/webclient/?show=plate-6268,"1,3,1,1024,1280","1,3,1,1024,1280","1,1,1,512,640",https://creativecommons.org/licenses/by/4.0/,Caie: High-content phenotypic profiling of drug response signatures across distinct cancer cells.: idr0035/Week3_25681.ome.zarr,"The images are of MCF-7 breast cancer cells treated for 24 h with a collection of 113 small molecules at eight concentrations. The cells were fixed, labeled for DNA, F-actin, and B-tubulin, and imaged by fluorescent microscopy.",NCBI:txid9606,obo:FBbi_00000246
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0035/Week2_24161.ome.zarr,960470304.0,915.98 MB,https://idr.openmicroscopy.org/webclient/?show=plate-6294,"1,3,1,1024,1280","1,3,1,1024,1280","1,1,1,512,640",https://creativecommons.org/licenses/by/4.0/,Caie: High-content phenotypic profiling of drug response signatures across distinct cancer cells.: idr0035/Week2_24161.ome.zarr,"The images are of MCF-7 breast cancer cells treated for 24 h with a collection of 113 small molecules at eight concentrations. The cells were fixed, labeled for DNA, F-actin, and B-tubulin, and imaged by fluorescent microscopy.",NCBI:txid9606,obo:FBbi_00000246
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0035/Week6_32121.ome.zarr,981240336.0,935.78 MB,https://idr.openmicroscopy.org/webclient/?show=plate-6267,"1,3,1,1024,1280","1,3,1,1024,1280","1,1,1,512,640",https://creativecommons.org/licenses/by/4.0/,Caie: High-content phenotypic profiling of drug response signatures across distinct cancer cells.: idr0035/Week6_32121.ome.zarr,"The images are of MCF-7 breast cancer cells treated for 24 h with a collection of 113 small molecules at eight concentrations. The cells were fixed, labeled for DNA, F-actin, and B-tubulin, and imaged by fluorescent microscopy.",NCBI:txid9606,obo:FBbi_00000246
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0035/Week9_39283.ome.zarr,892653552.0,851.30 MB,https://idr.openmicroscopy.org/webclient/?show=plate-6304,"1,3,1,1024,1280","1,3,1,1024,1280","1,1,1,512,640",https://creativecommons.org/licenses/by/4.0/,Caie: High-content phenotypic profiling of drug response signatures across distinct cancer cells.: idr0035/Week9_39283.ome.zarr,"The images are of MCF-7 breast cancer cells treated for 24 h with a collection of 113 small molecules at eight concentrations. The cells were fixed, labeled for DNA, F-actin, and B-tubulin, and imaged by fluorescent microscopy.",NCBI:txid9606,obo:FBbi_00000246
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0035/Week4_27801.ome.zarr,1001965008.0,955.55 MB,https://idr.openmicroscopy.org/webclient/?show=plate-6299,"1,3,1,1024,1280","1,3,1,1024,1280","1,1,1,512,640",https://creativecommons.org/licenses/by/4.0/,Caie: High-content phenotypic profiling of drug response signatures across distinct cancer cells.: idr0035/Week4_27801.ome.zarr,"The images are of MCF-7 breast cancer cells treated for 24 h with a collection of 113 small molecules at eight concentrations. The cells were fixed, labeled for DNA, F-actin, and B-tubulin, and imaged by fluorescent microscopy.",NCBI:txid9606,obo:FBbi_00000246
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0035/Week2_24381.ome.zarr,857597616.0,817.87 MB,https://idr.openmicroscopy.org/webclient/?show=plate-6264,"1,3,1,1024,1280","1,3,1,1024,1280","1,1,1,512,640",https://creativecommons.org/licenses/by/4.0/,Caie: High-content phenotypic profiling of drug response signatures across distinct cancer cells.: idr0035/Week2_24381.ome.zarr,"The images are of MCF-7 breast cancer cells treated for 24 h with a collection of 113 small molecules at eight concentrations. The cells were fixed, labeled for DNA, F-actin, and B-tubulin, and imaged by fluorescent microscopy.",NCBI:txid9606,obo:FBbi_00000246
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0035/Week4_27861.ome.zarr,986065440.0,940.39 MB,https://idr.openmicroscopy.org/webclient/?show=plate-6259,"1,3,1,1024,1280","1,3,1,1024,1280","1,1,1,512,640",https://creativecommons.org/licenses/by/4.0/,Caie: High-content phenotypic profiling of drug response signatures across distinct cancer cells.: idr0035/Week4_27861.ome.zarr,"The images are of MCF-7 breast cancer cells treated for 24 h with a collection of 113 small molecules at eight concentrations. The cells were fixed, labeled for DNA, F-actin, and B-tubulin, and imaged by fluorescent microscopy.",NCBI:txid9606,obo:FBbi_00000246
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0035/Week2_24141.ome.zarr,981346608.0,935.89 MB,https://idr.openmicroscopy.org/webclient/?show=plate-6279,"1,3,1,1024,1280","1,3,1,1024,1280","1,1,1,512,640",https://creativecommons.org/licenses/by/4.0/,Caie: High-content phenotypic profiling of drug response signatures across distinct cancer cells.: idr0035/Week2_24141.ome.zarr,"The images are of MCF-7 breast cancer cells treated for 24 h with a collection of 113 small molecules at eight concentrations. The cells were fixed, labeled for DNA, F-actin, and B-tubulin, and imaged by fluorescent microscopy.",NCBI:txid9606,obo:FBbi_00000246
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0035/Week6_31681.ome.zarr,953291136.0,909.13 MB,https://idr.openmicroscopy.org/webclient/?show=plate-6305,"1,3,1,1024,1280","1,3,1,1024,1280","1,1,1,512,640",https://creativecommons.org/licenses/by/4.0/,Caie: High-content phenotypic profiling of drug response signatures across distinct cancer cells.: idr0035/Week6_31681.ome.zarr,"The images are of MCF-7 breast cancer cells treated for 24 h with a collection of 113 small molecules at eight concentrations. The cells were fixed, labeled for DNA, F-actin, and B-tubulin, and imaged by fluorescent microscopy.",NCBI:txid9606,obo:FBbi_00000246
