url,written,written_human_readable,origin,shape,shards,chunks,license,name,description,organismId,fbbiId,wells,images
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0010/74-26.ome.zarr,278746982.4,265.83 MB,https://idr.openmicroscopy.org/webclient/?show=plate-5910,"1,2,1,520,696","1,2,1,520,696","1,1,1,520,696",https://creativecommons.org/licenses/by/4.0/,Doil DNA damage screen: idr0010/74-26.ome.zarr,A high-content microscopy screen for genes whose downregulation by RNA interference (RNAi) prevents accumulation of 53BP1 at the sites of DSBs.,NCBI:txid9606,obo:FBbi_00000246,384,384
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0010/14-35.ome.zarr,284379187.20000005,271.21 MB,https://idr.openmicroscopy.org/webclient/?show=plate-5809,"1,2,1,520,696","1,2,1,520,696","1,1,1,520,696",https://creativecommons.org/licenses/by/4.0/,Doil DNA damage screen: idr0010/14-35.ome.zarr,A high-content microscopy screen for genes whose downregulation by RNA interference (RNAi) prevents accumulation of 53BP1 at the sites of DSBs.,NCBI:txid9606,obo:FBbi_00000246,384,384
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0010/108-24.ome.zarr,286079769.6,272.83 MB,https://idr.openmicroscopy.org/webclient/?show=plate-5731,"1,2,1,520,696","1,2,1,520,696","1,1,1,520,696",https://creativecommons.org/licenses/by/4.0/,Doil DNA damage screen: idr0010/108-24.ome.zarr,A high-content microscopy screen for genes whose downregulation by RNA interference (RNAi) prevents accumulation of 53BP1 at the sites of DSBs.,NCBI:txid9606,obo:FBbi_00000246,384,384
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0010/48-29.ome.zarr,269123942.4,256.66 MB,https://idr.openmicroscopy.org/webclient/?show=plate-5892,"1,2,1,520,696","1,2,1,520,696","1,1,1,520,696",https://creativecommons.org/licenses/by/4.0/,Doil DNA damage screen: idr0010/48-29.ome.zarr,A high-content microscopy screen for genes whose downregulation by RNA interference (RNAi) prevents accumulation of 53BP1 at the sites of DSBs.,NCBI:txid9606,obo:FBbi_00000246,384,384
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0010/63-27.ome.zarr,311869440.0,297.42 MB,https://idr.openmicroscopy.org/webclient/?show=plate-5899,"1,2,1,520,696","1,2,1,520,696","1,1,1,520,696",https://creativecommons.org/licenses/by/4.0/,Doil DNA damage screen: idr0010/63-27.ome.zarr,A high-content microscopy screen for genes whose downregulation by RNA interference (RNAi) prevents accumulation of 53BP1 at the sites of DSBs.,NCBI:txid9606,obo:FBbi_00000246,384,384
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0010/151-48.ome.zarr,258934732.79999998,246.94 MB,https://idr.openmicroscopy.org/webclient/?show=plate-4606,"1,2,1,520,696","1,2,1,520,696","1,1,1,520,696",https://creativecommons.org/licenses/by/4.0/,Doil DNA damage screen: idr0010/151-48.ome.zarr,A high-content microscopy screen for genes whose downregulation by RNA interference (RNAi) prevents accumulation of 53BP1 at the sites of DSBs.,NCBI:txid9606,obo:FBbi_00000246,384,384
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0010/19-29.ome.zarr,284035276.79999995,270.88 MB,https://idr.openmicroscopy.org/webclient/?show=plate-5861,"1,2,1,520,696","1,2,1,520,696","1,1,1,520,696",https://creativecommons.org/licenses/by/4.0/,Doil DNA damage screen: idr0010/19-29.ome.zarr,A high-content microscopy screen for genes whose downregulation by RNA interference (RNAi) prevents accumulation of 53BP1 at the sites of DSBs.,NCBI:txid9606,obo:FBbi_00000246,384,384
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0010/46-33.ome.zarr,271398144.0,258.83 MB,https://idr.openmicroscopy.org/webclient/?show=plate-5891,"1,2,1,520,696","1,2,1,520,696","1,1,1,520,696",https://creativecommons.org/licenses/by/4.0/,Doil DNA damage screen: idr0010/46-33.ome.zarr,A high-content microscopy screen for genes whose downregulation by RNA interference (RNAi) prevents accumulation of 53BP1 at the sites of DSBs.,NCBI:txid9606,obo:FBbi_00000246,384,384
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0010/129-58.ome.zarr,275303884.79999995,262.55 MB,https://idr.openmicroscopy.org/webclient/?show=plate-5754,"1,2,1,520,696","1,2,1,520,696","1,1,1,520,696",https://creativecommons.org/licenses/by/4.0/,Doil DNA damage screen: idr0010/129-58.ome.zarr,A high-content microscopy screen for genes whose downregulation by RNA interference (RNAi) prevents accumulation of 53BP1 at the sites of DSBs.,NCBI:txid9606,obo:FBbi_00000246,384,384
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0010/13-3.ome.zarr,285278592.0,272.06 MB,https://idr.openmicroscopy.org/webclient/?show=plate-5755,"1,2,1,520,696","1,2,1,520,696","1,1,1,520,696",https://creativecommons.org/licenses/by/4.0/,Doil DNA damage screen: idr0010/13-3.ome.zarr,A high-content microscopy screen for genes whose downregulation by RNA interference (RNAi) prevents accumulation of 53BP1 at the sites of DSBs.,NCBI:txid9606,obo:FBbi_00000246,384,384
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0010/125-27.ome.zarr,290759884.79999995,277.29 MB,https://idr.openmicroscopy.org/webclient/?show=plate-5750,"1,2,1,520,696","1,2,1,520,696","1,1,1,520,696",https://creativecommons.org/licenses/by/4.0/,Doil DNA damage screen: idr0010/125-27.ome.zarr,A high-content microscopy screen for genes whose downregulation by RNA interference (RNAi) prevents accumulation of 53BP1 at the sites of DSBs.,NCBI:txid9606,obo:FBbi_00000246,384,384
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0010/103.ome.zarr,290760960.0,277.29 MB,https://idr.openmicroscopy.org/webclient/?show=plate-4506,"1,2,1,520,696","1,2,1,520,696","1,1,1,520,696",https://creativecommons.org/licenses/by/4.0/,Doil DNA damage screen: idr0010/103.ome.zarr,A high-content microscopy screen for genes whose downregulation by RNA interference (RNAi) prevents accumulation of 53BP1 at the sites of DSBs.,NCBI:txid9606,obo:FBbi_00000246,384,384
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0010/146-35.ome.zarr,262233062.39999998,250.08 MB,https://idr.openmicroscopy.org/webclient/?show=plate-5816,"1,2,1,520,696","1,2,1,520,696","1,1,1,520,696",https://creativecommons.org/licenses/by/4.0/,Doil DNA damage screen: idr0010/146-35.ome.zarr,A high-content microscopy screen for genes whose downregulation by RNA interference (RNAi) prevents accumulation of 53BP1 at the sites of DSBs.,NCBI:txid9606,obo:FBbi_00000246,384,384
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0010/44-13.ome.zarr,270536678.4,258.00 MB,https://idr.openmicroscopy.org/webclient/?show=plate-5889,"1,2,1,520,696","1,2,1,520,696","1,1,1,520,696",https://creativecommons.org/licenses/by/4.0/,Doil DNA damage screen: idr0010/44-13.ome.zarr,A high-content microscopy screen for genes whose downregulation by RNA interference (RNAi) prevents accumulation of 53BP1 at the sites of DSBs.,NCBI:txid9606,obo:FBbi_00000246,384,384
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0010/152-14.ome.zarr,284954035.20000005,271.75 MB,https://idr.openmicroscopy.org/webclient/?show=plate-5851,"1,2,1,520,696","1,2,1,520,696","1,1,1,520,696",https://creativecommons.org/licenses/by/4.0/,Doil DNA damage screen: idr0010/152-14.ome.zarr,A high-content microscopy screen for genes whose downregulation by RNA interference (RNAi) prevents accumulation of 53BP1 at the sites of DSBs.,NCBI:txid9606,obo:FBbi_00000246,384,384
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0010/88-40.ome.zarr,278796057.6,265.88 MB,https://idr.openmicroscopy.org/webclient/?show=plate-5925,"1,2,1,520,696","1,2,1,520,696","1,1,1,520,696",https://creativecommons.org/licenses/by/4.0/,Doil DNA damage screen: idr0010/88-40.ome.zarr,A high-content microscopy screen for genes whose downregulation by RNA interference (RNAi) prevents accumulation of 53BP1 at the sites of DSBs.,NCBI:txid9606,obo:FBbi_00000246,384,384
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0010/10-34.ome.zarr,269599488.0,257.11 MB,https://idr.openmicroscopy.org/webclient/?show=plate-4502,"1,2,1,520,696","1,2,1,520,696","1,1,1,520,696",https://creativecommons.org/licenses/by/4.0/,Doil DNA damage screen: idr0010/10-34.ome.zarr,A high-content microscopy screen for genes whose downregulation by RNA interference (RNAi) prevents accumulation of 53BP1 at the sites of DSBs.,NCBI:txid9606,obo:FBbi_00000246,384,384
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0010/133-29.ome.zarr,265032729.60000002,252.75 MB,https://idr.openmicroscopy.org/webclient/?show=plate-5802,"1,2,1,520,696","1,2,1,520,696","1,1,1,520,696",https://creativecommons.org/licenses/by/4.0/,Doil DNA damage screen: idr0010/133-29.ome.zarr,A high-content microscopy screen for genes whose downregulation by RNA interference (RNAi) prevents accumulation of 53BP1 at the sites of DSBs.,NCBI:txid9606,obo:FBbi_00000246,384,384
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0010/17-43.ome.zarr,256749235.20000002,244.86 MB,https://idr.openmicroscopy.org/webclient/?show=plate-5859,"1,2,1,520,696","1,2,1,520,696","1,1,1,520,696",https://creativecommons.org/licenses/by/4.0/,Doil DNA damage screen: idr0010/17-43.ome.zarr,A high-content microscopy screen for genes whose downregulation by RNA interference (RNAi) prevents accumulation of 53BP1 at the sites of DSBs.,NCBI:txid9606,obo:FBbi_00000246,384,384
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0010/82-14.ome.zarr,293375155.20000005,279.78 MB,https://idr.openmicroscopy.org/webclient/?show=plate-5919,"1,2,1,520,696","1,2,1,520,696","1,1,1,520,696",https://creativecommons.org/licenses/by/4.0/,Doil DNA damage screen: idr0010/82-14.ome.zarr,A high-content microscopy screen for genes whose downregulation by RNA interference (RNAi) prevents accumulation of 53BP1 at the sites of DSBs.,NCBI:txid9606,obo:FBbi_00000246,384,384
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0010/85.ome.zarr,282634982.4,269.54 MB,https://idr.openmicroscopy.org/webclient/?show=plate-5922,"1,2,1,520,696","1,2,1,520,696","1,1,1,520,696",https://creativecommons.org/licenses/by/4.0/,Doil DNA damage screen: idr0010/85.ome.zarr,A high-content microscopy screen for genes whose downregulation by RNA interference (RNAi) prevents accumulation of 53BP1 at the sites of DSBs.,NCBI:txid9606,obo:FBbi_00000246,384,384
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0010/93-40.ome.zarr,274756070.4,262.03 MB,https://idr.openmicroscopy.org/webclient/?show=plate-5931,"1,2,1,520,696","1,2,1,520,696","1,1,1,520,696",https://creativecommons.org/licenses/by/4.0/,Doil DNA damage screen: idr0010/93-40.ome.zarr,A high-content microscopy screen for genes whose downregulation by RNA interference (RNAi) prevents accumulation of 53BP1 at the sites of DSBs.,NCBI:txid9606,obo:FBbi_00000246,384,384
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0010/110-35.ome.zarr,294876518.4,281.22 MB,https://idr.openmicroscopy.org/webclient/?show=plate-5734,"1,2,1,520,696","1,2,1,520,696","1,1,1,520,696",https://creativecommons.org/licenses/by/4.0/,Doil DNA damage screen: idr0010/110-35.ome.zarr,A high-content microscopy screen for genes whose downregulation by RNA interference (RNAi) prevents accumulation of 53BP1 at the sites of DSBs.,NCBI:txid9606,obo:FBbi_00000246,384,384
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0010/130-16.ome.zarr,288654489.6,275.28 MB,https://idr.openmicroscopy.org/webclient/?show=plate-5756,"1,2,1,520,696","1,2,1,520,696","1,1,1,520,696",https://creativecommons.org/licenses/by/4.0/,Doil DNA damage screen: idr0010/130-16.ome.zarr,A high-content microscopy screen for genes whose downregulation by RNA interference (RNAi) prevents accumulation of 53BP1 at the sites of DSBs.,NCBI:txid9606,obo:FBbi_00000246,384,384
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0010/136-19.ome.zarr,188404300.8,179.68 MB,https://idr.openmicroscopy.org/webclient/?show=plate-5805,"1,2,1,520,696","1,2,1,520,696","1,1,1,520,696",https://creativecommons.org/licenses/by/4.0/,Doil DNA damage screen: idr0010/136-19.ome.zarr,A high-content microscopy screen for genes whose downregulation by RNA interference (RNAi) prevents accumulation of 53BP1 at the sites of DSBs.,NCBI:txid9606,obo:FBbi_00000246,384,384
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0010/87-48.ome.zarr,287359948.79999995,274.05 MB,https://idr.openmicroscopy.org/webclient/?show=plate-5924,"1,2,1,520,696","1,2,1,520,696","1,1,1,520,696",https://creativecommons.org/licenses/by/4.0/,Doil DNA damage screen: idr0010/87-48.ome.zarr,A high-content microscopy screen for genes whose downregulation by RNA interference (RNAi) prevents accumulation of 53BP1 at the sites of DSBs.,NCBI:txid9606,obo:FBbi_00000246,384,384
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0010/140-35.ome.zarr,220426060.79999998,210.21 MB,https://idr.openmicroscopy.org/webclient/?show=plate-5810,"1,2,1,520,696","1,2,1,520,696","1,1,1,520,696",https://creativecommons.org/licenses/by/4.0/,Doil DNA damage screen: idr0010/140-35.ome.zarr,A high-content microscopy screen for genes whose downregulation by RNA interference (RNAi) prevents accumulation of 53BP1 at the sites of DSBs.,NCBI:txid9606,obo:FBbi_00000246,384,384
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0010/80-29.ome.zarr,268187673.60000002,255.76 MB,https://idr.openmicroscopy.org/webclient/?show=plate-5917,"1,2,1,520,696","1,2,1,520,696","1,1,1,520,696",https://creativecommons.org/licenses/by/4.0/,Doil DNA damage screen: idr0010/80-29.ome.zarr,A high-content microscopy screen for genes whose downregulation by RNA interference (RNAi) prevents accumulation of 53BP1 at the sites of DSBs.,NCBI:txid9606,obo:FBbi_00000246,384,384
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0010/12-23.ome.zarr,275655705.6,262.89 MB,https://idr.openmicroscopy.org/webclient/?show=plate-5744,"1,2,1,520,696","1,2,1,520,696","1,1,1,520,696",https://creativecommons.org/licenses/by/4.0/,Doil DNA damage screen: idr0010/12-23.ome.zarr,A high-content microscopy screen for genes whose downregulation by RNA interference (RNAi) prevents accumulation of 53BP1 at the sites of DSBs.,NCBI:txid9606,obo:FBbi_00000246,384,384
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0010/23-15.ome.zarr,292561766.4,279.01 MB,https://idr.openmicroscopy.org/webclient/?show=plate-5866,"1,2,1,520,696","1,2,1,520,696","1,1,1,520,696",https://creativecommons.org/licenses/by/4.0/,Doil DNA damage screen: idr0010/23-15.ome.zarr,A high-content microscopy screen for genes whose downregulation by RNA interference (RNAi) prevents accumulation of 53BP1 at the sites of DSBs.,NCBI:txid9606,obo:FBbi_00000246,384,384
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0010/68-30.ome.zarr,257402265.60000002,245.48 MB,https://idr.openmicroscopy.org/webclient/?show=plate-5904,"1,2,1,520,696","1,2,1,520,696","1,1,1,520,696",https://creativecommons.org/licenses/by/4.0/,Doil DNA damage screen: idr0010/68-30.ome.zarr,A high-content microscopy screen for genes whose downregulation by RNA interference (RNAi) prevents accumulation of 53BP1 at the sites of DSBs.,NCBI:txid9606,obo:FBbi_00000246,384,384
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0010/72-33.ome.zarr,305917516.79999995,291.75 MB,https://idr.openmicroscopy.org/webclient/?show=plate-5908,"1,2,1,520,696","1,2,1,520,696","1,1,1,520,696",https://creativecommons.org/licenses/by/4.0/,Doil DNA damage screen: idr0010/72-33.ome.zarr,A high-content microscopy screen for genes whose downregulation by RNA interference (RNAi) prevents accumulation of 53BP1 at the sites of DSBs.,NCBI:txid9606,obo:FBbi_00000246,384,384
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0010/36-28.ome.zarr,277279104.0,264.43 MB,https://idr.openmicroscopy.org/webclient/?show=plate-5880,"1,2,1,520,696","1,2,1,520,696","1,1,1,520,696",https://creativecommons.org/licenses/by/4.0/,Doil DNA damage screen: idr0010/36-28.ome.zarr,A high-content microscopy screen for genes whose downregulation by RNA interference (RNAi) prevents accumulation of 53BP1 at the sites of DSBs.,NCBI:txid9606,obo:FBbi_00000246,384,384
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0010/147-09.ome.zarr,298217164.79999995,284.40 MB,https://idr.openmicroscopy.org/webclient/?show=plate-4601,"1,2,1,520,696","1,2,1,520,696","1,1,1,520,696",https://creativecommons.org/licenses/by/4.0/,Doil DNA damage screen: idr0010/147-09.ome.zarr,A high-content microscopy screen for genes whose downregulation by RNA interference (RNAi) prevents accumulation of 53BP1 at the sites of DSBs.,NCBI:txid9606,obo:FBbi_00000246,384,384
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0010/7-14.ome.zarr,276934272.0,264.11 MB,https://idr.openmicroscopy.org/webclient/?show=plate-5905,"1,2,1,520,696","1,2,1,520,696","1,1,1,520,696",https://creativecommons.org/licenses/by/4.0/,Doil DNA damage screen: idr0010/7-14.ome.zarr,A high-content microscopy screen for genes whose downregulation by RNA interference (RNAi) prevents accumulation of 53BP1 at the sites of DSBs.,NCBI:txid9606,obo:FBbi_00000246,384,384
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0010/101-24.ome.zarr,269413708.79999995,256.93 MB,https://idr.openmicroscopy.org/webclient/?show=plate-4504,"1,2,1,520,696","1,2,1,520,696","1,1,1,520,696",https://creativecommons.org/licenses/by/4.0/,Doil DNA damage screen: idr0010/101-24.ome.zarr,A high-content microscopy screen for genes whose downregulation by RNA interference (RNAi) prevents accumulation of 53BP1 at the sites of DSBs.,NCBI:txid9606,obo:FBbi_00000246,384,384
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0010/97.ome.zarr,261294489.60000002,249.19 MB,https://idr.openmicroscopy.org/webclient/?show=plate-5934,"1,2,1,520,696","1,2,1,520,696","1,1,1,520,696",https://creativecommons.org/licenses/by/4.0/,Doil DNA damage screen: idr0010/97.ome.zarr,A high-content microscopy screen for genes whose downregulation by RNA interference (RNAi) prevents accumulation of 53BP1 at the sites of DSBs.,NCBI:txid9606,obo:FBbi_00000246,384,384
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0010/39-44.ome.zarr,313538304.0,299.01 MB,https://idr.openmicroscopy.org/webclient/?show=plate-5883,"1,2,1,520,696","1,2,1,520,696","1,1,1,520,696",https://creativecommons.org/licenses/by/4.0/,Doil DNA damage screen: idr0010/39-44.ome.zarr,A high-content microscopy screen for genes whose downregulation by RNA interference (RNAi) prevents accumulation of 53BP1 at the sites of DSBs.,NCBI:txid9606,obo:FBbi_00000246,384,384
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0010/40-37.ome.zarr,265197312.0,252.91 MB,https://idr.openmicroscopy.org/webclient/?show=plate-5885,"1,2,1,520,696","1,2,1,520,696","1,1,1,520,696",https://creativecommons.org/licenses/by/4.0/,Doil DNA damage screen: idr0010/40-37.ome.zarr,A high-content microscopy screen for genes whose downregulation by RNA interference (RNAi) prevents accumulation of 53BP1 at the sites of DSBs.,NCBI:txid9606,obo:FBbi_00000246,384,384
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0010/120.ome.zarr,310182067.20000005,295.81 MB,https://idr.openmicroscopy.org/webclient/?show=plate-5745,"1,2,1,520,696","1,2,1,520,696","1,1,1,520,696",https://creativecommons.org/licenses/by/4.0/,Doil DNA damage screen: idr0010/120.ome.zarr,A high-content microscopy screen for genes whose downregulation by RNA interference (RNAi) prevents accumulation of 53BP1 at the sites of DSBs.,NCBI:txid9606,obo:FBbi_00000246,384,384
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0010/115-11.ome.zarr,194302003.2,185.30 MB,https://idr.openmicroscopy.org/webclient/?show=plate-5739,"1,2,1,520,696","1,2,1,520,696","1,1,1,520,696",https://creativecommons.org/licenses/by/4.0/,Doil DNA damage screen: idr0010/115-11.ome.zarr,A high-content microscopy screen for genes whose downregulation by RNA interference (RNAi) prevents accumulation of 53BP1 at the sites of DSBs.,NCBI:txid9606,obo:FBbi_00000246,384,384
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0010/11-08.ome.zarr,292385894.4,278.84 MB,https://idr.openmicroscopy.org/webclient/?show=plate-5733,"1,2,1,520,696","1,2,1,520,696","1,1,1,520,696",https://creativecommons.org/licenses/by/4.0/,Doil DNA damage screen: idr0010/11-08.ome.zarr,A high-content microscopy screen for genes whose downregulation by RNA interference (RNAi) prevents accumulation of 53BP1 at the sites of DSBs.,NCBI:txid9606,obo:FBbi_00000246,384,384
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0010/6-14.ome.zarr,316502630.4,301.84 MB,https://idr.openmicroscopy.org/webclient/?show=plate-5895,"1,2,1,520,696","1,2,1,520,696","1,1,1,520,696",https://creativecommons.org/licenses/by/4.0/,Doil DNA damage screen: idr0010/6-14.ome.zarr,A high-content microscopy screen for genes whose downregulation by RNA interference (RNAi) prevents accumulation of 53BP1 at the sites of DSBs.,NCBI:txid9606,obo:FBbi_00000246,384,384
