url,written,written_human_readable,origin,shape,shards,chunks,dimension_names,license,name,description,organismId,fbbiId,wells,images
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0036/20625.ome.zarr,8215562419.200001,7.65 GB,https://idr.openmicroscopy.org/webclient/?show=plate-4895,"5,520,696","5,520,696","1,260,348","c,y,x",https://creativecommons.org/licenses/by/4.0/,Gustafsdottir: Multiplex cytological profiling assay to measure diverse cellular states.: idr0036/20625.ome.zarr,The images are of U2OS cells treated with each of 1600 known bioactive compounds and labeled with six labels that characterize seven organelles (the 'Cell Painting' assay),NCBI:txid9606,obo:FBbi_00000246,384,3456
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0036/20607.ome.zarr,8870675558.4,8.26 GB,https://idr.openmicroscopy.org/webclient/?show=plate-4892,"5,520,696","5,520,696","1,260,348","c,y,x",https://creativecommons.org/licenses/by/4.0/,Gustafsdottir: Multiplex cytological profiling assay to measure diverse cellular states.: idr0036/20607.ome.zarr,The images are of U2OS cells treated with each of 1600 known bioactive compounds and labeled with six labels that characterize seven organelles (the 'Cell Painting' assay),NCBI:txid9606,obo:FBbi_00000246,384,3456
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0036/20594.ome.zarr,8453836339.200001,7.87 GB,https://idr.openmicroscopy.org/webclient/?show=plate-4887,"5,520,696","5,520,696","1,260,348","c,y,x",https://creativecommons.org/licenses/by/4.0/,Gustafsdottir: Multiplex cytological profiling assay to measure diverse cellular states.: idr0036/20594.ome.zarr,The images are of U2OS cells treated with each of 1600 known bioactive compounds and labeled with six labels that characterize seven organelles (the 'Cell Painting' assay),NCBI:txid9606,obo:FBbi_00000246,384,3456
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0036/20646.ome.zarr,8499226060.799999,7.92 GB,https://idr.openmicroscopy.org/webclient/?show=plate-4905,"5,520,696","5,520,696","1,260,348","c,y,x",https://creativecommons.org/licenses/by/4.0/,Gustafsdottir: Multiplex cytological profiling assay to measure diverse cellular states.: idr0036/20646.ome.zarr,The images are of U2OS cells treated with each of 1600 known bioactive compounds and labeled with six labels that characterize seven organelles (the 'Cell Painting' assay),NCBI:txid9606,obo:FBbi_00000246,384,3456
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0036/20590.ome.zarr,8501372236.799999,7.92 GB,https://idr.openmicroscopy.org/webclient/?show=plate-4881,"5,520,696","5,520,696","1,260,348","c,y,x",https://creativecommons.org/licenses/by/4.0/,Gustafsdottir: Multiplex cytological profiling assay to measure diverse cellular states.: idr0036/20590.ome.zarr,The images are of U2OS cells treated with each of 1600 known bioactive compounds and labeled with six labels that characterize seven organelles (the 'Cell Painting' assay),NCBI:txid9606,obo:FBbi_00000246,384,3456
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0036/20640.ome.zarr,8642746137.6,8.05 GB,https://idr.openmicroscopy.org/webclient/?show=plate-4902,"5,520,696","5,520,696","1,260,348","c,y,x",https://creativecommons.org/licenses/by/4.0/,Gustafsdottir: Multiplex cytological profiling assay to measure diverse cellular states.: idr0036/20640.ome.zarr,The images are of U2OS cells treated with each of 1600 known bioactive compounds and labeled with six labels that characterize seven organelles (the 'Cell Painting' assay),NCBI:txid9606,obo:FBbi_00000246,384,3456
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0036/20626.ome.zarr,8675368704.0,8.08 GB,https://idr.openmicroscopy.org/webclient/?show=plate-4896,"5,520,696","5,520,696","1,260,348","c,y,x",https://creativecommons.org/licenses/by/4.0/,Gustafsdottir: Multiplex cytological profiling assay to measure diverse cellular states.: idr0036/20626.ome.zarr,The images are of U2OS cells treated with each of 1600 known bioactive compounds and labeled with six labels that characterize seven organelles (the 'Cell Painting' assay),NCBI:txid9606,obo:FBbi_00000246,384,3456
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0036/20592.ome.zarr,8569365580.799999,7.98 GB,https://idr.openmicroscopy.org/webclient/?show=plate-4884,"5,520,696","5,520,696","1,260,348","c,y,x",https://creativecommons.org/licenses/by/4.0/,Gustafsdottir: Multiplex cytological profiling assay to measure diverse cellular states.: idr0036/20592.ome.zarr,The images are of U2OS cells treated with each of 1600 known bioactive compounds and labeled with six labels that characterize seven organelles (the 'Cell Painting' assay),NCBI:txid9606,obo:FBbi_00000246,384,3456
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0036/20630.ome.zarr,8692208409.6,8.10 GB,https://idr.openmicroscopy.org/webclient/?show=plate-4898,"5,520,696","5,520,696","1,260,348","c,y,x",https://creativecommons.org/licenses/by/4.0/,Gustafsdottir: Multiplex cytological profiling assay to measure diverse cellular states.: idr0036/20630.ome.zarr,The images are of U2OS cells treated with each of 1600 known bioactive compounds and labeled with six labels that characterize seven organelles (the 'Cell Painting' assay),NCBI:txid9606,obo:FBbi_00000246,384,3456
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0036/20586.ome.zarr,8852018688.0,8.24 GB,https://idr.openmicroscopy.org/webclient/?show=plate-5352,"5,520,696","5,520,696","1,260,348","c,y,x",https://creativecommons.org/licenses/by/4.0/,Gustafsdottir: Multiplex cytological profiling assay to measure diverse cellular states.: idr0036/20586.ome.zarr,The images are of U2OS cells treated with each of 1600 known bioactive compounds and labeled with six labels that characterize seven organelles (the 'Cell Painting' assay),NCBI:txid9606,obo:FBbi_00000246,384,3456
